Season,TeamName,AdjTempo,AdjOE,AdjDE,AdjEM,seed
2018,High Point,65.8417,100.358,107.015,-6.65759,NULL
2018,Hofstra,68.8438,111.27,110.456,0.813677,NULL
2018,Holy Cross,62.8523,97.7496,109.222,-11.472,NULL
2018,Houston,68.2176,115.787,95.2473,20.5396,6
2018,Houston Baptist,73.4498,99.2215,116.873,-17.6515,NULL
2018,Howard,69.8481,99.697,118.659,-18.9624,NULL
2018,Idaho,65.5733,109.523,105.799,3.72472,NULL
2018,Idaho St.,68.1327,103.631,109.099,-5.46799,NULL
2018,Illinois,69.8781,109.865,103.282,6.58303,NULL
2018,Illinois Chicago,71.9772,100.88,104.539,-3.6584,NULL
2018,Illinois St.,68.8543,105.791,103.673,2.11818,NULL
2018,Incarnate Word,69.6264,93.7442,115.326,-21.5818,NULL
2018,Indiana,66.5953,109.728,99.3296,10.3979,NULL
2018,Indiana St.,69.9286,104.772,102.537,2.23522,NULL
2018,Iona,70.6965,110.261,107.388,2.87263,15
2018,Iowa,70.3231,116.679,108.754,7.92445,NULL
2018,Iowa St.,68.903,110.162,103.597,6.56511,NULL
2018,IUPUI,66.0769,98.2354,109.456,-11.2209,NULL
2018,Jackson St.,64.0611,89.6435,109.463,-19.8194,NULL
2018,Jacksonville,68.5735,94.3753,108.731,-14.3559,NULL
2018,Jacksonville St.,65.8717,102.163,100.348,1.81469,NULL
2018,James Madison,67.8118,101.513,107.715,-6.20158,NULL
2018,Kansas,68.4279,120.933,97.6938,23.2388,1
2018,Kansas St.,65.5437,112.178,97.4236,14.7543,9
2018,Kennesaw St.,68.5041,99.1498,112.047,-12.8972,NULL
2018,Kent St.,68.6241,102.398,107.026,-4.62772,NULL
2018,Kentucky,68.5818,116.426,96.019,20.4069,5
2018,La Salle,68.8817,105.153,104.098,1.05517,NULL
2018,Lafayette,68.2708,102.094,112.413,-10.319,NULL
2018,Lamar,67.5922,102.142,105.806,-3.66408,NULL
2018,Lehigh,70.7583,106.033,112.266,-6.23291,NULL
2018,Liberty,63.2072,104.811,105.743,-0.931358,NULL
2018,Lipscomb,74.8966,103.793,103.43,0.363623,15
2018,Little Rock,64.9731,94.2562,105.994,-11.7383,NULL
2018,LIU Brooklyn,71.3779,103.335,111.135,-7.80028,16
2018,Long Beach St.,71.7448,106.516,108.726,-2.2102,NULL
2018,Longwood,69.0407,89.8977,110.39,-20.4927,NULL
2018,Louisiana Lafayette,70.2958,113.494,102.122,11.3722,NULL
2018,Louisiana Monroe,65.8847,101.107,106.609,-5.50234,NULL
2018,Louisiana Tech,67.3459,106.931,105.723,1.20717,NULL
2018,Louisville,69.6575,113.149,96.5566,16.5921,NULL
2018,Loyola Chicago,65.3221,111.331,96.1911,15.1402,11
2018,Loyola Marymount,66.9001,107.878,113.356,-5.47849,NULL
2018,Loyola MD,68.3198,96.4726,111.251,-14.7787,NULL
2018,LSU,68.2442,115.619,103.154,12.4654,NULL
2018,Maine,71.3161,91.1206,108.777,-17.6567,NULL
2018,Manhattan,65.7365,99.6527,104.492,-4.83938,NULL
2018,Marist,69.6217,98.8544,113.205,-14.3502,NULL
2018,Marquette,69.057,119.326,105.585,13.7406,NULL
2018,Marshall,74.8308,109.328,103.944,5.38402,13
2018,Maryland,66.2237,114.103,99.4389,14.6641,NULL
2018,Maryland Eastern Shore,65.8346,91.0568,118.021,-26.9646,NULL
2018,Massachusetts,66.3658,106.751,110.778,-4.02731,NULL
2018,McNeese St.,70.3873,100.821,112.391,-11.5693,NULL
2018,Memphis,66.5042,107.912,106.96,0.952114,NULL
2018,Mercer,63.8558,112.054,110.195,1.85918,NULL
2018,Miami FL,67.0632,113.309,97.5988,15.7103,6
2018,Miami OH,66.6484,99.4139,102.01,-2.59573,NULL
2018,Michigan,64.3592,115.9,92.7095,23.1909,3
2018,Michigan St.,67.1449,119.983,93.6364,26.3461,3
2018,Middle Tennessee,66.3307,110.444,96.6652,13.7784,NULL
2018,Milwaukee,65.6731,100.165,103.911,-3.7461,NULL
2018,Minnesota,69.7864,108.973,103.976,4.99677,NULL
2018,Mississippi,70.0073,111.487,104.959,6.52741,NULL
2018,Mississippi St.,67.6311,109.611,97.2553,12.3553,NULL
2018,Mississippi Valley St.,69.3896,90.4705,114.873,-24.4021,NULL
2018,Missouri,65.6199,113.275,97.803,15.4717,8
2018,Missouri St.,65.4461,108.516,103.926,4.58991,NULL
2018,Monmouth,69.9683,103.927,105,-1.07324,NULL
2018,Montana,67.9708,110.144,99.3132,10.8304,14
2018,Montana St.,69.6265,102.464,111.597,-9.13325,NULL
2018,Morehead St.,68.4778,99.3027,109.384,-10.0812,NULL
2018,Morgan St.,68.8212,96.6573,111.359,-14.702,NULL
2018,Mount St. Mary's,64.6683,104.158,110.233,-6.07469,NULL
2018,Murray St.,67.3002,113.139,100.444,12.6951,12
2018,Navy,65.361,98.9341,104.696,-5.76166,NULL
2018,Nebraska,67.513,110.965,97.535,13.4297,NULL
2018,Nebraska Omaha,69.7995,104.607,114.865,-10.2575,NULL
2018,Nevada,69.4886,119.901,101.72,18.1814,7
2018,New Hampshire,65.3684,98.3927,108.952,-10.5592,NULL
2018,New Mexico,71.2869,113.687,107.029,6.65739,NULL
2018,New Mexico St.,68.2276,108.457,94.9001,13.5573,12
2018,New Orleans,66.223,98.2369,107.446,-9.20862,NULL
2018,Niagara,73.3076,110.586,114.112,-3.52611,NULL
2018,Nicholls St.,73.4761,103.593,105.197,-1.60384,NULL
2018,NJIT,66.9084,98.8573,106.896,-8.03894,NULL
2018,Norfolk St.,68.959,95.7339,108.771,-13.0369,NULL
2018,North Carolina,70.9501,121.959,96.9241,25.0348,2
2018,North Carolina A&T,69.3382,98.7732,111.246,-12.4728,NULL
2018,North Carolina Central,64.9456,98.1525,110.889,-12.7366,16
2018,North Carolina St.,71.3548,116.426,101.294,15.1323,9
2018,North Dakota,71.4336,103.429,109.586,-6.15738,NULL
2018,North Dakota St.,66.4453,105.605,105.63,-0.0250039,NULL
2018,North Florida,73.5582,107.929,118.638,-10.7085,NULL
2018,North Texas,66.2923,103.261,105.372,-2.11067,NULL
2018,Northeastern,66.9742,107.928,100.752,7.17547,NULL
2018,Northern Arizona,68.6079,93.8653,109.576,-15.7112,NULL
2018,Northern Colorado,71.2362,107.414,101.286,6.12837,NULL
2018,Northern Illinois,67.0223,103.512,111.558,-8.04564,NULL
2018,Northern Iowa,62.6277,103.326,99.0539,4.27234,NULL
2018,Northern Kentucky,68.5285,108.17,100.865,7.30441,NULL
2018,Northwestern,63.8417,109.271,101.001,8.2695,NULL
2018,Northwestern St.,68.7974,88.6314,110.988,-22.3565,NULL
2018,Notre Dame,65.041,116.105,99.2884,16.8168,NULL
2018,Oakland,70.2619,107.349,108.106,-0.757198,NULL
2018,Ohio,71.2564,100.799,103.883,-3.0839,NULL
2018,Ohio St.,66.3996,116.15,95.0408,21.1094,5
2018,Oklahoma,75.8225,115.128,100.709,14.419,10
2018,Oklahoma St.,68.4698,112.144,98.665,13.479,NULL
2018,Old Dominion,64.4272,108.709,97.3821,11.3267,NULL
2018,Oral Roberts,65.2579,106.436,112.348,-5.91252,NULL
2018,Oregon,66.7027,110.876,100.308,10.5677,NULL
2018,Oregon St.,65.5074,108.83,101.453,7.3766,NULL
2018,Pacific,66.2742,107.255,107.011,0.244182,NULL
2018,Penn,68.8538,103.553,99.8577,3.69539,16
2018,Penn St.,67.5578,113.059,95.9558,17.1028,NULL
2018,Pepperdine,67.5211,105.737,114.581,-8.84444,NULL
2018,Pittsburgh,65.0871,99.245,104.848,-5.60346,NULL
2018,Portland,67.0932,99.6831,108.64,-8.95725,NULL
2018,Portland St.,74.7532,108.635,107.884,0.751449,NULL
2018,Prairie View A&M,70.7987,101.561,110.971,-9.40984,NULL
2018,Presbyterian,63.3312,98.1256,115.916,-17.7905,NULL
2018,Princeton,64.4662,105.663,108.114,-2.45082,NULL
2018,Providence,67.0963,108.926,97.0075,11.9189,10
2018,Purdue,67.2291,123.248,96.5818,26.6663,2
2018,Quinnipiac,66.4787,102.156,112.45,-10.2942,NULL
2018,Radford,62.7351,103.581,103.629,-0.0477779,16
2018,Rhode Island,68.6547,111.71,97.328,14.3818,7
2018,Rice,67.487,98.9816,110.863,-11.8816,NULL
2018,Richmond,67.912,107.65,108.447,-0.797251,NULL
2018,Rider,73.5617,109.349,106.842,2.50668,NULL
2018,Robert Morris,69.2486,95.2299,102.685,-7.45463,NULL
2018,Rutgers,65.9633,99.4501,96.5073,2.9428,NULL
2018,Sacramento St.,65.5344,100.156,110.625,-10.469,NULL
2018,Sacred Heart,68.3181,96.4538,108.771,-12.317,NULL
2018,Saint Joseph's,70.4744,105.763,100.747,5.01631,NULL
2018,Saint Louis,64.0742,102.425,100.308,2.1174,NULL
2018,Saint Mary's,63.7541,119.828,102.67,17.158,NULL
2018,Saint Peter's,62.5653,95.946,100.774,-4.82757,NULL
2018,Sam Houston St.,66.634,102.129,106.658,-4.52845,NULL
2018,Samford,71.1956,108.13,120.065,-11.9356,NULL
2018,San Diego,66.8296,104.017,100.056,3.96095,NULL
2018,San Diego St.,68.6523,111.286,97.1358,14.1504,11
2018,San Francisco,66.5341,103.139,100.892,2.2469,NULL
2018,San Jose St.,67.017,95.8941,107.932,-12.0379,NULL
2018,Santa Clara,64.6148,99.8354,109.555,-9.71982,NULL
2018,Savannah St.,82.2412,101.283,114.695,-13.4122,NULL
2018,Seattle,67.2898,104.36,106.684,-2.32371,NULL
2018,Seton Hall,69.3438,116.335,98.9994,17.3352,8
2018,Siena,65.6261,96.812,109.047,-12.2354,NULL
2018,SIU Edwardsville,69.1599,99.7913,113.459,-13.6681,NULL
2018,SMU,64.2428,109.895,101.114,8.78044,NULL
2018,South Alabama,70.2931,97.2027,102.508,-5.30526,NULL
2018,South Carolina,68.6274,105.826,95.8409,9.98552,NULL
2018,South Carolina St.,70.428,97.1576,118.9,-21.7421,NULL
2018,South Dakota,70.3376,110.133,98.7753,11.3572,NULL
2018,South Dakota St.,70.2629,114.629,104.038,10.5907,12
2018,South Florida,64.5035,99.1473,109.557,-10.4093,NULL
2018,Southeast Missouri St.,69.1715,108.692,116.831,-8.13956,NULL
2018,Southeastern Louisiana,65.622,103.383,105.803,-2.41981,NULL
2018,Southern,67.9029,94.4361,110.159,-15.7227,NULL
2018,Southern Illinois,66.555,106.375,103.712,2.66309,NULL
2018,Southern Miss,65.408,105.745,110.633,-4.88853,NULL
2018,Southern Utah,71.7063,102.71,110.178,-7.46851,NULL
2018,St. Bonaventure,69.2408,112.288,101.093,11.1954,11
2018,St. Francis NY,69.2043,99.0672,111.885,-12.8175,NULL
2018,St. Francis PA,68.0926,107.492,111.2,-3.70886,NULL
2018,St. John's,69.2813,106.673,96.5856,10.0876,NULL
2018,Stanford,70.3617,108.482,99.6862,8.79546,NULL
2018,Stephen F. Austin,71.1416,104.983,99.4206,5.56289,14
2018,Stetson,69.7459,98.8042,112.142,-13.3378,NULL
2018,Stony Brook,68.3283,96.9809,102.508,-5.52705,NULL
2018,Syracuse,63.3993,107.705,94.1122,13.5929,11
2018,TCU,68.7039,120.625,101.705,18.9201,6
2018,Temple,67.577,109.061,100.774,8.28745,NULL
2018,Tennessee,66.1739,114.839,92.6901,22.1486,3
2018,Tennessee Martin,66.0845,95.7963,107.528,-11.7312,NULL
2018,Tennessee St.,65.5805,97.8314,101.199,-3.36716,NULL
2018,Tennessee Tech,70.8651,98.8518,103.99,-5.13773,NULL
2018,Texas,65.2086,109.372,93.914,15.4577,10
2018,Texas A&M,69.0256,111.204,94.2949,16.9086,7
2018,Texas A&M Corpus Chris,68.1854,94.8618,107.793,-12.9309,NULL
2018,Texas Southern,71.5742,105.281,112.94,-7.659,16
2018,Texas St.,62.6584,100.13,105.812,-5.68248,NULL
2018,Texas Tech,66.5709,114.03,92.0873,21.9424,3
2018,The Citadel,77.2216,101.9,115.296,-13.3963,NULL
2018,Toledo,68.4196,114.058,109.116,4.94139,NULL
2018,Towson,67.8854,106.141,105.123,1.01812,NULL
2018,Troy,68.2435,106.447,106.831,-0.383728,NULL
2018,Tulane,68.9416,107.196,107.02,0.176511,NULL
2018,Tulsa,67.2034,108.591,102.415,6.17519,NULL
2018,UAB,67.6314,109.533,104.06,5.47313,NULL
2018,UC Davis,66.4714,104.729,101.128,3.60124,NULL
2018,UC Irvine,66.8883,100.538,98.0426,2.49581,NULL
2018,UC Riverside,68.1986,94.9477,103.743,-8.79527,NULL
2018,UC Santa Barbara,66.6292,111.909,107.219,4.68981,NULL
2018,UCF,64.3928,99.2351,93.4351,5.79997,NULL
2018,UCLA,70.5038,116.447,102.063,14.3834,11
2018,UMass Lowell,71.5977,103.71,115.015,-11.3048,NULL
2018,UMBC,68.1857,103.389,105.297,-1.9086,16
2018,UMKC,69.2603,98.7816,108.812,-10.0303,NULL
2018,UNC Asheville,69.099,105.756,108.277,-2.52093,NULL
2018,UNC Greensboro,64.9776,105.672,96.6156,9.0562,13
2018,UNC Wilmington,71.9462,104.544,112.126,-7.58211,NULL
2018,UNLV,72.3123,111.747,105.229,6.51797,NULL
2018,USC,67.4871,115.387,100.1,15.2876,NULL
2018,USC Upstate,69.0016,105.451,125.313,-19.8616,NULL
2018,UT Arlington,72.7842,105.842,102.416,3.42601,NULL
2018,UT Rio Grande Valley,73.7538,99.5267,107.884,-8.35716,NULL
2018,Utah,65.6072,111.869,99.9904,11.8784,NULL
2018,Utah St.,66.783,107.554,104.89,2.66336,NULL
2018,Utah Valley,67.6845,111.038,103.119,7.91965,NULL
2018,UTEP,67.6466,97.9258,105.132,-7.20619,NULL
2018,UTSA,71.5898,105.326,105.638,-0.312599,NULL
2018,Valparaiso,69.6476,103.229,101.6,1.62834,NULL
2018,Vanderbilt,65.7884,115.597,107.519,8.07789,NULL
2018,VCU,70.8503,106.408,104.101,2.30681,NULL
2018,Vermont,63.7873,114.117,103.361,10.7557,NULL
2018,Villanova,68.277,127.384,95.9749,31.4091,1
2018,Virginia,59.1912,116.528,84.3753,32.1527,1
2018,Virginia Tech,68.6757,115.016,98.3773,16.6388,8
2018,VMI,68.8337,90.3135,107.674,-17.361,NULL
2018,Wagner,67.319,103.84,103.942,-0.10173,NULL
2018,Wake Forest,69.3676,111.107,103.102,8.00483,NULL
2018,Washington,69.4616,106.264,99.2555,7.00886,NULL
2018,Washington St.,68.2517,108.782,110.222,-1.43964,NULL
2018,Weber St.,67.5617,107.094,106.061,1.03256,NULL
2018,West Virginia,69.0413,119.151,97.3766,21.7748,5
2018,Western Carolina,69.3869,96.0774,108.337,-12.2593,NULL
2018,Western Illinois,68.0342,96.6297,108,-11.3706,NULL
2018,Western Kentucky,68.7476,113.624,101.073,12.5511,NULL
2018,Western Michigan,67.7811,106.536,108.823,-2.28733,NULL
2018,Wichita St.,68.6357,121.925,101.857,20.068,4
2018,William & Mary,69.9511,115.44,115.554,-0.114014,NULL
2018,Winthrop,71.6037,106.333,105.575,0.758073,NULL
2018,Wisconsin,62.6778,110.048,99.4326,10.6155,NULL
2018,Wofford,65.918,108.706,107.593,1.11283,NULL
2018,Wright St.,68.2124,101.068,98.251,2.81674,14
2018,Wyoming,73.5044,105.921,100.807,5.11463,NULL
2018,Xavier,70.4307,120.74,99.0492,21.6909,1
2018,Yale,68.7887,104.05,107.229,-3.17937,NULL
2018,Youngstown St.,71.0824,101.405,116.489,-15.0835,NULL
2017,Abilene Christian,65.7352,96.7143,108.767,-12.053,NULL
2017,Air Force,66.9261,104.144,109.587,-5.44277,NULL
2017,Akron,65.5453,112.886,106.959,5.92696,NULL
2017,Alabama,64.9821,105.461,91.9717,13.4889,NULL
2017,Alabama A&M,64.2149,91.4217,121.635,-30.2128,NULL
2017,Alabama St.,68.3056,91.1121,112.666,-21.5536,NULL
2017,Albany,64.0972,107.774,104.656,3.11804,NULL
2017,Alcorn St.,67.6736,95.4874,105.852,-10.3648,NULL
2017,American,64.2375,94.8585,108.146,-13.2873,NULL
2017,Appalachian St.,70.4649,99.6286,108.745,-9.11605,NULL
2017,Arizona,65.6678,117.585,94.8418,22.7427,2
2017,Arizona St.,69.8814,111.844,109.24,2.60372,NULL
2017,Arkansas,69.4151,116.639,101.04,15.5987,8
2017,Arkansas Pine Bluff,67.4936,85.6539,110.855,-25.201,NULL
2017,Arkansas St.,67.2191,106.403,103.11,3.29373,NULL
2017,Army,71.2619,98.3817,104.817,-6.43556,NULL
2017,Auburn,73.5005,111.72,103.446,8.27424,NULL
2017,Austin Peay,69.8971,106.062,117.146,-11.0841,NULL
2017,Ball St.,70.83,104.729,105.2,-0.471208,NULL
2017,Baylor,63.0844,117.289,92.281,25.0078,3
2017,Belmont,67.9084,110.428,102.825,7.60241,NULL
2017,Bethune Cookman,68.1729,95.0609,115.271,-20.21,NULL
2017,Binghamton,65.8573,96.203,109.887,-13.684,NULL
2017,Boise St.,69.3293,109.629,103.12,6.50858,NULL
2017,Boston College,71.0404,104.325,103.904,0.421257,NULL
2017,Boston University,69.5645,101.362,103.444,-2.08188,NULL
2017,Bowling Green,69.8834,100.034,107.242,-7.20801,NULL
2017,Bradley,67.522,98.3675,102.673,-4.30575,NULL
2017,Brown,71.1135,104.083,113.905,-9.82258,NULL
2017,Bryant,69.0033,101.615,111.995,-10.3794,NULL
2017,Bucknell,69.6888,109.074,100.358,8.71601,13
2017,Buffalo,71.2767,105.274,102.162,3.11189,NULL
2017,Butler,65.3305,117.971,97.0613,20.9097,4
2017,BYU,75.3079,109.066,99.3826,9.68343,NULL
2017,Cal Poly,65.2888,99.833,113.011,-13.1776,NULL
2017,Cal St. Bakersfield,66.2841,97.9547,93.4228,4.53188,NULL
2017,Cal St. Fullerton,68.4557,96.9018,105.447,-8.54552,NULL
2017,Cal St. Northridge,72.6328,104.006,114.6,-10.5935,NULL
2017,California,65.3239,104.846,92.1302,12.7162,NULL
2017,Campbell,65.4274,99.2588,110.616,-11.3574,NULL
2017,Canisius,69.5641,108.35,109.976,-1.62597,NULL
2017,Central Arkansas,70.9455,103.984,117.489,-13.5046,NULL
2017,Central Connecticut,64.8126,92.8567,113.944,-21.0873,NULL
2017,Central Michigan,75.2279,111.557,117.582,-6.02561,NULL
2017,Charleston Southern,68.1431,103.253,116.656,-13.403,NULL
2017,Charlotte,72.6471,103.102,109.384,-6.28251,NULL
2017,Chattanooga,65.3898,106.657,102.069,4.5883,NULL
2017,Chicago St.,66.9857,91.9076,111.286,-19.3781,NULL
2017,Cincinnati,63.7687,114.215,91.8982,22.3165,6
2017,Clemson,66.2751,115.903,100.015,15.8878,NULL
2017,Cleveland St.,65.3167,96.3652,103.174,-6.80863,NULL
2017,Coastal Carolina,67.8916,102.466,105.253,-2.78741,NULL
2017,Colgate,64.9715,98.5384,107.668,-9.13005,NULL
2017,College of Charleston,64.1382,105.854,98.3449,7.50912,NULL
2017,Colorado,67.6559,111.929,101.718,10.2105,NULL
2017,Colorado St.,66.0585,108.324,99.846,8.47805,NULL
2017,Columbia,68.7622,100.985,107.18,-6.1952,NULL
2017,Connecticut,64.8976,105.362,98.6309,6.73137,NULL
2017,Coppin St.,68.6931,93.6657,115.412,-21.7467,NULL
2017,Cornell,69.5643,99.6715,108.345,-8.67358,NULL
2017,Creighton,70.8829,115.639,96.0487,19.5902,6
2017,Dartmouth,67.2934,99.1684,112.132,-12.9633,NULL
2017,Davidson,68.3537,108.467,100.653,7.81452,NULL
2017,Dayton,68.5788,112.3,96.6262,15.6735,7
2017,Delaware,64.7293,97.317,108.405,-11.0879,NULL
2017,Delaware St.,65.6551,94.2467,114.102,-19.855,NULL
2017,Denver,66.6617,107.558,109.096,-1.53764,NULL
2017,DePaul,67.5355,103.443,104.472,-1.02928,NULL
2017,Detroit,72.5376,102.197,114.525,-12.3278,NULL
2017,Drake,69.5144,102.886,111.074,-8.18788,NULL
2017,Drexel,70.2154,102.85,110.009,-7.15902,NULL
2017,Duke,67.9699,120.988,95.8991,25.0887,2
2017,Duquesne,69.952,101.892,107.088,-5.19614,NULL
2017,East Carolina,66.8068,97.0692,98.251,-1.18178,NULL
2017,East Tennessee St.,70.0234,107.974,96.4902,11.4836,13
2017,Eastern Illinois,68.4805,100.072,104.931,-4.85832,NULL
2017,Eastern Kentucky,67.4467,98.369,107.839,-9.47048,NULL
2017,Eastern Michigan,68.0465,105.999,104.757,1.24215,NULL
2017,Eastern Washington,66.7291,108.701,110.118,-1.41757,NULL
2017,Elon,67.689,104.323,102.109,2.21349,NULL
2017,Evansville,66.6464,104.102,103.216,0.885573,NULL
2017,Fairfield,68.9391,99.258,102.821,-3.56282,NULL
2017,Fairleigh Dickinson,68.9066,102.935,111.915,-8.97932,NULL
2017,FIU,64.8587,102.876,112.513,-9.63691,NULL
2017,Florida,68.8208,115.851,89.4618,26.3891,4
2017,Florida A&M,69.1391,93.6301,115.973,-22.343,NULL
2017,Florida Atlantic,68.8017,98.4897,107.795,-9.30509,NULL
2017,Florida Gulf Coast,65.2507,109.563,104.547,5.016,14
2017,Florida St.,70.7622,116.738,93.9951,22.7426,3
2017,Fordham,64.1672,96.9756,99.9214,-2.94574,NULL
2017,Fort Wayne,71.2523,109.53,108.054,1.47593,NULL
2017,Fresno St.,68.2824,104.855,98.9428,5.91186,NULL
2017,Furman,65.4669,107.279,101.972,5.30675,NULL
2017,Gardner Webb,70.6984,102.747,103.44,-0.693269,NULL
2017,George Mason,68.4538,108.555,103.977,4.57872,NULL
2017,George Washington,65.5363,108.224,105.048,3.17548,NULL
2017,Georgetown,68.5191,108.573,97.6214,10.9511,NULL
2017,Georgia,66.9976,108.687,95.8596,12.827,NULL
2017,Georgia Southern,68.6543,106.541,106.779,-0.237753,NULL
2017,Georgia St.,68.1544,104.658,101.153,3.50473,NULL
2017,Georgia Tech,67.8728,99.0095,90.6411,8.3684,NULL
2017,Gonzaga,70.022,120.711,87.6571,33.0538,1
2017,Grambling St.,66.9961,96.5442,112.622,-16.0779,NULL
2017,Grand Canyon,68.8299,101.246,101.013,0.233156,NULL
2017,Green Bay,73.7049,101.898,103.189,-1.29011,NULL
2017,Hampton,68.1462,93.6594,106.824,-13.1642,NULL
2017,Hartford,68.3639,92.512,110.775,-18.263,NULL
2017,Harvard,66.9201,106.603,101.766,4.83634,NULL
2017,Hawaii,67.0538,96.8967,105.917,-9.01996,NULL
2017,High Point,65.5832,98.9445,108.105,-9.15999,NULL
2017,Hofstra,67.515,111.049,112.358,-1.3091,NULL
2017,Holy Cross,60.334,98.4957,103.105,-4.60911,NULL
2017,Houston,64.9701,113.959,99.4988,14.4603,NULL
2017,Houston Baptist,69.9645,104.766,109.011,-4.24441,NULL
2017,Howard,67.9371,90.4936,110.051,-19.5575,NULL
2017,Idaho,66.4699,101.182,106.537,-5.35489,NULL
2017,Idaho St.,68.8093,97.7064,115.964,-18.2581,NULL
2017,Illinois,66.1911,107.559,97.0198,10.5395,NULL
2017,Illinois Chicago,71.646,100.926,107.859,-6.93258,NULL
2017,Illinois St.,64.6834,106.614,92.284,14.3302,NULL
2017,Incarnate Word,71.674,101.507,114.289,-12.7822,NULL
2017,Indiana,68.2292,116.585,101.442,15.1429,NULL
2017,Indiana St.,69.5922,99.5074,102.248,-2.74099,NULL
2017,Iona,70.4839,110.197,106.195,4.00176,14
2017,Iowa,71.209,112.368,101.762,10.6067,NULL
2017,Iowa St.,68.1638,119.541,96.4283,23.113,5
2017,IUPUI,69.205,106.93,109.656,-2.72663,NULL
2017,Jackson St.,64.2232,92.775,108.976,-16.2007,NULL
2017,Jacksonville,67.6009,102.599,111.827,-9.22783,NULL
2017,Jacksonville St.,63.5728,105.363,104.78,0.583245,15
2017,James Madison,63.88,98.8649,104.038,-5.17263,NULL
2017,Kansas,70.2533,120.833,94.8585,25.975,1
2017,Kansas St.,66.1487,112.038,94.4839,17.5538,11
2017,Kennesaw St.,69.3064,102.59,109.873,-7.28246,NULL
2017,Kent St.,68.2714,104.421,102.687,1.73415,14
2017,Kentucky,72.7658,119.139,91.8728,27.2664,2
2017,La Salle,68.5844,110.583,108.643,1.93973,NULL
2017,Lafayette,69.2101,96.1257,113.368,-17.2419,NULL
2017,Lamar,67.8791,103.238,108.82,-5.58246,NULL
2017,Lehigh,69.5381,107.192,103.388,3.80396,NULL
2017,Liberty,62.6608,99.4097,103.319,-3.90954,NULL
2017,Lipscomb,74.1533,107.135,106.816,0.319248,NULL
2017,Little Rock,63.1728,98.3263,104.927,-6.601,NULL
2017,LIU Brooklyn,66.9198,100.04,107.701,-7.66089,NULL
2017,Long Beach St.,69.4599,104.576,110.169,-5.59296,NULL
2017,Longwood,70.4041,92.1694,117.289,-25.1198,NULL
2017,Louisiana Lafayette,72.1797,111.188,109.468,1.71999,NULL
2017,Louisiana Monroe,64.9253,98.3001,106.468,-8.16754,NULL
2017,Louisiana Tech,68.4339,107.9,100.898,7.00262,NULL
2017,Louisville,67.9905,117.179,90.4602,26.7186,2
2017,Loyola Chicago,65.6278,108.89,102.394,6.49538,NULL
2017,Loyola Marymount,67.2156,103.157,103.177,-0.0202852,NULL
2017,Loyola MD,65.4597,98.6523,105.964,-7.31175,NULL
2017,LSU,71.8252,109.461,109.957,-0.496025,NULL
2017,Maine,67.8441,91.1178,110.602,-19.4846,NULL
2017,Manhattan,68.8406,96.827,107.674,-10.8471,NULL
2017,Marist,66.7485,100.57,114.464,-13.8937,NULL
2017,Marquette,69.9346,120.943,103.371,17.5711,10
2017,Marshall,77.54,110.783,109.626,1.15762,NULL
2017,Maryland,67.0658,113.565,98.7271,14.838,6
2017,Maryland Eastern Shore,68.4613,97.8835,112.427,-14.5431,NULL
2017,Massachusetts,71.779,100.664,99.8577,0.806239,NULL
2017,McNeese St.,69.8659,96.0705,110.141,-14.0705,NULL
2017,Memphis,68.304,107.08,101.023,6.05651,NULL
2017,Mercer,61.5703,109.647,107.906,1.7404,NULL
2017,Miami FL,62.9821,110.386,93.4254,16.9602,8
2017,Miami OH,68.5115,95.8207,105.902,-10.0812,NULL
2017,Michigan,62.8409,121.592,98.9742,22.618,7
2017,Michigan St.,66.7308,110.569,95.5936,14.9753,9
2017,Middle Tennessee,64.2498,111.64,96.9823,14.6582,12
2017,Milwaukee,62.465,99.7635,108.29,-8.52617,NULL
2017,Minnesota,69.3901,109.574,92.9833,16.5907,5
2017,Mississippi,71.454,110.101,100.733,9.36765,NULL
2017,Mississippi St.,68.8347,106.387,99.5341,6.85274,NULL
2017,Mississippi Valley St.,71.1286,95.779,118.231,-22.4516,NULL
2017,Missouri,67.8946,101.304,101.072,0.2317,NULL
2017,Missouri St.,66.0043,108.264,105.989,2.27476,NULL
2017,Monmouth,72.2825,108.819,100.053,8.76606,NULL
2017,Montana,66.553,105.965,108.423,-2.45739,NULL
2017,Montana St.,69.183,102.977,109.695,-6.71773,NULL
2017,Morehead St.,68.53,106.716,109.822,-3.10659,NULL
2017,Morgan St.,67.5887,91.1868,106.52,-15.3336,NULL
2017,Mount St. Mary's,66.8082,98.9775,103.211,-4.23312,16
2017,Murray St.,68.5733,107.086,109.782,-2.69663,NULL
2017,Navy,64.13,99.653,103.43,-3.77741,NULL
2017,Nebraska,67.9612,105.076,99.9162,5.15981,NULL
2017,Nebraska Omaha,73.657,108.497,108.893,-0.396721,NULL
2017,Nevada,69.6483,114.477,101.135,13.3415,12
2017,New Hampshire,65.3503,102.365,103.022,-0.65684,NULL
2017,New Mexico,68.7435,106.387,103.122,3.26532,NULL
2017,New Mexico St.,67.51,110.052,102.738,7.31463,14
2017,New Orleans,66.1458,100.844,101.362,-0.517773,16
2017,Niagara,68.9622,101.254,109.393,-8.13961,NULL
2017,Nicholls St.,69.3079,100.376,114.124,-13.7478,NULL
2017,NJIT,67.5088,98.7041,109.091,-10.3871,NULL
